,molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,base_rdkit_smiles,molecular_weight
26002,CHEMBL2018913,COc1ccc2[nH]c(SCCCO)nc2c1,IC50,'=',50000.0,nM,4.3,COc1ccc2[nH]c(SCCCO)nc2c1,238.31
26006,CHEMBL1649665,O=C(Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1)NC1CCCC1,IC50,'=',200.0,nM,6.7,O=C(Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1)NC1CCCC1,391.44
26010,CHEMBL592896,O=S(=O)(c1ccccn1)c1ccc(Cl)cc1S(=O)(=O)N1CCC2(CC1)CC2NS(=O)(=O)C(F)(F)F,IC50,'=',15000.0,nM,4.82,O=S(=O)(c1ccccn1)c1ccc(Cl)cc1S(=O)(=O)N1CCC2(CC1)CC2NS(=O)(=O)C(F)(F)F,574.02
26012,CHEMBL596387,CC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,IC50,'=',2000.0,nM,5.7,CC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,593.04
26017,CHEMBL3664672,C[C@@H](c1ccc(-c2ccn(CC(F)(F)F)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',10000.0,nM,5.0,C[C@@H](c1ccc(-c2ccn(CC(F)(F)F)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,528.57
26018,CHEMBL3664679,C[C@@H](c1ccc(-c2ccn(C3CC3)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',19000.0,nM,4.72,C[C@@H](c1ccc(-c2ccn(C3CC3)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,486.61
26021,CHEMBL2017268,Cc1noc(C)c1-c1ccc2c(Nc3ccccc3C(C)(C)C)c(C(N)=O)cnc2c1,IC50,'=',700.0,nM,6.16,Cc1noc(C)c1-c1ccc2c(Nc3ccccc3C(C)(C)C)c(C(N)=O)cnc2c1,414.51
26022,CHEMBL205245,Cc1nc(Cl)c(Cl)n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,IC50,'=',8700.0,nM,5.06,Cc1nc(Cl)c(Cl)n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,514.44
26123,CHEMBL589625,CCC(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1,IC50,'=',2900.0,nM,5.54,CCC(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1,436.77
26125,CHEMBL1784701,COC(=O)c1ccc2c(c1)N(S(=O)(=O)c1ccc(C)cc1)CCO2,EC50,'=',3981.07,nM,5.4,COC(=O)c1ccc2c(c1)N(S(=O)(=O)c1ccc(C)cc1)CCO2,347.39
26127,CHEMBL4205724,COc1cncc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)c1,IC50,'=',3300.0,nM,5.48,COc1cncc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)c1,357.41
26134,CHEMBL47529,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,IC50,'=',54000.0,nM,4.27,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,277.33
26180,CHEMBL475807,CCOC[C@H](NC(=O)c1cc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(=O)O,IC50,'=',3300.0,nM,5.48,CCOC[C@H](NC(=O)c1cc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(=O)O,463.53
26181,CHEMBL474193,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](C)OC2(C)CCCC2)c(C)c1,IC50,'=',7230.0,nM,5.14,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)[C@@H](C)OC2(C)CCCC2)c(C)c1,531.65
26182,CHEMBL480765,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)C(C)C)c(C)c1,IC50,'=',12000.0,nM,4.92,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)C(C)C)c(C)c1,447.54
26184,CHEMBL3673934,COc1ncc(F)cc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,IC50,'=',5000.0,nM,5.3,COc1ncc(F)cc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,378.41
26185,CHEMBL4514676,CC(C)OC(=O)[C@H](Cn1ccnc1)NC(=O)c1ccc(-c2ccccc2)cc1F,IC50,'=',4490.0,nM,5.35,CC(C)OC(=O)[C@H](Cn1ccnc1)NC(=O)c1ccc(-c2ccccc2)cc1F,395.43
26190,CHEMBL3923610,CCCS(=O)(=O)Nc1cccc(C(=O)c2c[nH]c3ncc(-c4cnc(N(C)C)nc4)cc23)c1F,IC50,'=',5000.0,nM,5.3,CCCS(=O)(=O)Nc1cccc(C(=O)c2c[nH]c3ncc(-c4cnc(N(C)C)nc4)cc23)c1F,482.54
26201,CHEMBL3393730,COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5s4)s3)cc2)[nH]1)C(C)C,IC50,'=',21000.0,nM,4.68,COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5s4)s3)cc2)[nH]1)C(C)C,829.06
26207,CHEMBL4571380,COc1cc(CCNc2nc(C#Cc3ccccc3)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)ccc1O,IC50,'=',14400.0,nM,4.84,COc1cc(CCNc2nc(C#Cc3ccccc3)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)ccc1O,497.56
26208,CHEMBL4106421,CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)c1ccc(Cn2c(=O)[nH]c3c(N)nc(OCCOC)nc32)cc1)OC(=O)CCCCCCCCCCC,IC50,'=',33400.0,nM,4.48,CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)c1ccc(Cn2c(=O)[nH]c3c(N)nc(OCCOC)nc32)cc1)OC(=O)CCCCCCCCCCC,921.08
26212,CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,IC50,'=',28400.0,nM,4.55,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,495.64
26213,CHEMBL1484,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,IC50,'=',660.0,nM,6.18,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,479.53
26221,CHEMBL2059517,CCc1c(CCCC(=O)O)cccc1-c1nsc(-c2ccc(OC(C)C)c(C#N)c2)n1,IC50,'=',5011.87,nM,5.3,CCc1c(CCCC(=O)O)cccc1-c1nsc(-c2ccc(OC(C)C)c(C#N)c2)n1,435.55
26222,CHEMBL4528799,CSc1ncc(-c2c(CO)n(Cc3ccccc3Cl)c3ccc(OC(F)(F)F)cc23)cn1,IC50,'=',6100.0,nM,5.21,CSc1ncc(-c2c(CO)n(Cc3ccccc3Cl)c3ccc(OC(F)(F)F)cc23)cn1,479.91
26246,CHEMBL4214518,O=c1n(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)cnn1C1CCCCC1,IC50,'=',16500.0,nM,4.78,O=c1n(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)cnn1C1CCCCC1,518.48
26251,CHEMBL4526512,Cc1cc(-c2cnc3ccn(Cc4ncco4)c3c2)ccc1F,IC50,'=',7100.0,nM,5.15,Cc1cc(-c2cnc3ccn(Cc4ncco4)c3c2)ccc1F,307.33
26252,CHEMBL4515350,O=C(Cn1ccc2ncc(-c3cccc(C(F)(F)F)c3)cc21)N1CCC1,IC50,'=',5900.0,nM,5.23,O=C(Cn1ccc2ncc(-c3cccc(C(F)(F)F)c3)cc21)N1CCC1,359.35
26254,CHEMBL4451514,Cc1cc(-c2cnc3ccn(CC(=O)N(C)C)c3c2)ccc1Cl,IC50,'=',9300.0,nM,5.03,Cc1cc(-c2cnc3ccn(CC(=O)N(C)C)c3c2)ccc1Cl,327.82
26288,CHEMBL4577409,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3c(F)cccc32)c(F)c1,IC50,'=',20300.0,nM,4.69,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3c(F)cccc32)c(F)c1,479.79
26302,CHEMBL4169324,Cl.Cl.NCc1ccc(-c2cnccc2-c2ccoc2)o1,IC50,'=',4800.0,nM,5.32,NCc1ccc(-c2cnccc2-c2ccoc2)o1,313.18
26304,CHEMBL2070140,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3)nc2c1,IC50,'=',9500.0,nM,5.02,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3)nc2c1,376.48
26322,CHEMBL4475155,O=C(Cn1ccc2ncc(-c3cccc(C(F)(F)F)c3)cc21)NC1CC1,IC50,'=',1800.0,nM,5.75,O=C(Cn1ccc2ncc(-c3cccc(C(F)(F)F)c3)cc21)NC1CC1,359.35
26345,CHEMBL4077672,Cc1cc(Oc2cncc(F)c2)cc(C(=O)Nc2cccc(F)n2)n1,IC50,'=',1800.0,nM,5.75,Cc1cc(Oc2cncc(F)c2)cc(C(=O)Nc2cccc(F)n2)n1,342.31
26347,CHEMBL3823832,Cc1sc2ccccc2c1[C@@H]1C=CN=CN1,IC50,'=',6900.0,nM,5.16,Cc1sc2ccccc2c1[C@@H]1C=CN=CN1,228.32
26348,CHEMBL3968947,O=C(O)CCCOc1ccc(-c2cc(OC(F)(F)F)ccc2Cl)cc1,IC50,'=',32970.0,nM,4.48,O=C(O)CCCOc1ccc(-c2cc(OC(F)(F)F)ccc2Cl)cc1,374.74
26370,CHEMBL4098439,NC(=O)n1cc(NC(=O)N2[C@H](C(=O)Nc3cccc(C(F)(F)F)n3)C[C@H]3C[C@H]32)c2ccccc21,IC50,'=',4300.0,nM,5.37,NC(=O)n1cc(NC(=O)N2[C@H](C(=O)Nc3cccc(C(F)(F)F)n3)C[C@H]3C[C@H]32)c2ccccc21,472.43
26381,CHEMBL4173088,Cc1ccncc1C#CCN.Cl.Cl,IC50,'=',36000.0,nM,4.44,Cc1ccncc1C#CCN,219.12
26382,CHEMBL4161819,CCc1ccncc1-c1ccc(CN)s1.Cl.Cl,IC50,'=',16000.0,nM,4.8,CCc1ccncc1-c1ccc(CN)s1,291.25
26384,CHEMBL4170930,Cl.Cl.Cl.NCC#Cc1cnccc1-c1cccnc1,IC50,'=',48000.0,nM,4.32,NCC#Cc1cnccc1-c1cccnc1,318.63
26385,CHEMBL4169721,CCCc1ccncc1-c1ccc(CN)o1.Cl.Cl,IC50,'=',19000.0,nM,4.72,CCCc1ccncc1-c1ccc(CN)o1,289.21
26400,CHEMBL4090128,C[C@@H](c1ccc(-c2ccc(C#N)cn2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',22200.0,nM,4.65,C[C@@H](c1ccc(-c2ccc(C#N)cn2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,455.56
26408,CHEMBL3775798,O=c1[nH]c2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc2n1[C@@H]1C[C@@H]2COCCN2C1,IC50,'=',1600.0,nM,5.8,O=c1[nH]c2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc2n1[C@@H]1C[C@@H]2COCCN2C1,483.54
26422,CHEMBL3775464,O=C(O)CCN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,IC50,'=',12572.0,nM,4.9,O=C(O)CCN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,498.55
26433,CHEMBL1668257,O=C(Nc1ccc(-c2nnn[nH]2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,IC50,'=',7100.0,nM,5.15,O=C(Nc1ccc(-c2nnn[nH]2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,565.99
26448,CHEMBL3814206,CC(C)[C@@H]1CN(c2ccc(CO)c(S(C)(=O)=O)c2)CCN1c1ncc(CO)c(C(F)(F)F)n1,IC50,'=',2200.0,nM,5.66,CC(C)[C@@H]1CN(c2ccc(CO)c(S(C)(=O)=O)c2)CCN1c1ncc(CO)c(C(F)(F)F)n1,488.53
26450,CHEMBL4208555,O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,IC50,'=',11405.0,nM,4.94,O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,509.01
26489,CHEMBL4436028,O=C1Cc2cc(-c3c(-c4ccc(F)cc4)nn4c(N5CCC(O)CC5)nccc34)ccc2N1,IC50,'=',1900.0,nM,5.72,O=C1Cc2cc(-c3c(-c4ccc(F)cc4)nn4c(N5CCC(O)CC5)nccc34)ccc2N1,443.48
26491,CHEMBL2347988,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCC(O)CO)c4ccc(OC(F)F)cc34)nc12,IC50,'=',8000.0,nM,5.1,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCC(O)CO)c4ccc(OC(F)F)cc34)nc12,488.5
26494,CHEMBL4578385,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)cc1,IC50,'=',11100.0,nM,4.96,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)cc1,428.25
26495,CHEMBL2386849,Cc1cc(Oc2cncc(F)c2)cc(C(=O)Nc2ccc(F)cn2)n1,IC50,'=',5400.0,nM,5.27,Cc1cc(Oc2cncc(F)c2)cc(C(=O)Nc2ccc(F)cn2)n1,342.31
26509,CHEMBL111,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,IC50,'=',5.3,nM,8.28,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,463.8
26514,CHEMBL3422010,Cc1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)cs1,IC50,'=',21000.0,nM,4.68,Cc1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)cs1,421.55
26515,CHEMBL3608680,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,IC50,'=',42000.0,nM,4.38,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,358.4
26517,CHEMBL3664655,C[C@@H](c1ccc(-c2cc[nH]c(=O)c2)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O,IC50,'=',15200.0,nM,4.82,C[C@@H](c1ccc(-c2cc[nH]c(=O)c2)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O,432.52
26525,CHEMBL4483344,Fc1cc(Cl)ccc1-c1ccc(Cn2nnc3ccccc32)cn1,IC50,'=',6600.0,nM,5.18,Fc1cc(Cl)ccc1-c1ccc(Cn2nnc3ccccc32)cn1,338.77
26579,CHEMBL4079748,O=S(=O)(Nc1ncc(F)s1)c1cc(Cl)c(NC[C@H]2NCCC=C2c2ccc(F)cc2)cc1F,IC50,'=',710.0,nM,6.15,O=S(=O)(Nc1ncc(F)s1)c1cc(Cl)c(NC[C@H]2NCCC=C2c2ccc(F)cc2)cc1F,514.98
26584,CHEMBL4291468,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,IC50,'=',23000.0,nM,4.64,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,371.41
26632,CHEMBL4454552,CCOc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1,IC50,'=',480.0,nM,6.32,CCOc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1,332.4
26642,CHEMBL1649670,O=C1CCCN1Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,IC50,'=',5000.0,nM,5.3,O=C1CCCN1Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,363.38
26645,CHEMBL1650521,Fc1cc(-c2ccccc2C(F)(F)F)cc2nc(C3=NOC4(CCCCC4)C3)[nH]c12,IC50,'=',6400.0,nM,5.19,Fc1cc(-c2ccccc2C(F)(F)F)cc2nc(C3=NOC4(CCCCC4)C3)[nH]c12,417.41
26646,CHEMBL1650523,N#Cc1cc(-c2ccccc2C(F)(F)F)cc2nc(C3=NOC4(CCCCC4)C3)[nH]c12,IC50,'=',1900.0,nM,5.72,N#Cc1cc(-c2ccccc2C(F)(F)F)cc2nc(C3=NOC4(CCCCC4)C3)[nH]c12,424.43
26651,CHEMBL1650645,Oc1cccc(-c2ccc3c(-c4cccnc4)c(O)ccc3c2)c1,IC50,'=',150.0,nM,6.82,Oc1cccc(-c2ccc3c(-c4cccnc4)c(O)ccc3c2)c1,313.36
26656,CHEMBL4210866,Cl.N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,IC50,'=',11800.0,nM,4.93,N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,547.48
26657,CHEMBL4209130,Cl.N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,IC50,'=',500.0,nM,6.3,N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,547.48
26677,CHEMBL1650525,Fc1ccccc1-c1cc(C(F)(F)F)c2[nH]c(C3=NOC4(CCCCC4)C3)nc2c1,IC50,'=',10000.0,nM,5.0,Fc1ccccc1-c1cc(C(F)(F)F)c2[nH]c(C3=NOC4(CCCCC4)C3)nc2c1,417.41
26702,CHEMBL2177300,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,IC50,'=',13000.0,nM,4.89,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,434.92
26740,CHEMBL3645510,C[C@@H](c1ccc(-c2ccc(=O)n(C)n2)cc1)N1CC[C@](CCCO)(c2ccc(F)cc2)OC1=O,IC50,'=',14200.0,nM,4.85,C[C@@H](c1ccc(-c2ccc(=O)n(C)n2)cc1)N1CC[C@](CCCO)(c2ccc(F)cc2)OC1=O,465.53
26749,CHEMBL4452714,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3c(F)cccc32)c(F)c1,IC50,'=',8010.0,nM,5.1,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3c(F)cccc32)c(F)c1,446.24
26777,CHEMBL2151164,COc1nc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,IC50,'=',21900.0,nM,4.66,COc1nc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,428.47
26788,CHEMBL2023898,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,IC50,'=',59500.0,nM,4.22,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,738.89
26844,CHEMBL4210924,CC(C)(C)Cn1ncn(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)c1=O,IC50,'=',25000.0,nM,4.6,CC(C)(C)Cn1ncn(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)c1=O,506.46
26876,CHEMBL3330652,O=C(NOCCO)c1ccn2cncc2c1Nc1ccc(I)cc1F,IC50,'=',7300.0,nM,5.14,O=C(NOCCO)c1ccn2cncc2c1Nc1ccc(I)cc1F,456.22
26878,CHEMBL205526,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,IC50,'=',500.0,nM,6.3,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,468.64
26879,CHEMBL3949599,COc1ccnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cc(F)ccc4F)c3F)c12,IC50,'=',5000.0,nM,5.3,COc1ccnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cc(F)ccc4F)c3F)c12,479.41
26892,CHEMBL3639635,C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)C#N)(c2ccccc2)OC1=O,IC50,'=',5100.0,nM,5.29,C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)C#N)(c2ccccc2)OC1=O,469.59
26901,CHEMBL3359022,O=C(O)c1cnccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,IC50,'=',5600.0,nM,5.25,O=C(O)c1cnccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,419.4
26906,CHEMBL3287739,Cc1cc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(O)cc4CN4CCOCC4)c3)CC2)nn1C,IC50,'=',251.19,nM,6.6,Cc1cc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(O)cc4CN4CCOCC4)c3)CC2)nn1C,642.73
26907,CHEMBL4172017,Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2ccncc2)s1,IC50,'=',43000.0,nM,4.37,NCc1ccc(-c2cnccc2-c2ccncc2)s1,376.74
26908,CHEMBL1834661,CCN1CCC(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,IC50,'=',4000.0,nM,5.4,CCN1CCC(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,559.5
26909,CHEMBL4076061,N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,IC50,'=',7500.0,nM,5.12,N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,512.0
26926,CHEMBL4534060,Cn1ncc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)c1C(F)(F)F,IC50,'=',6309.57,nM,5.2,Cn1ncc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)c1C(F)(F)F,445.45
26931,CHEMBL324461,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2cc3ccccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,IC50,'=',48800.0,nM,4.31,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2cc3ccccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,695.74
26961,CHEMBL4175440,Cc1cccc2c(Nc3cccc(-c4nc5c(C(N)=O)cccc5[nH]4)c3)c3ccccc3nc12,IC50,'=',2200.0,nM,5.66,Cc1cccc2c(Nc3cccc(-c4nc5c(C(N)=O)cccc5[nH]4)c3)c3ccccc3nc12,443.51
26979,CHEMBL2393178,Cc1ccncc1CNC(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,IC50,'=',1960.0,nM,5.71,Cc1ccncc1CNC(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,381.46
26983,CHEMBL2325038,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(Cl)cc1-c1cn[nH]c1N,IC50,'=',894.0,nM,6.05,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(Cl)cc1-c1cn[nH]c1N,473.93
26984,CHEMBL1109,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,IC50,'=',847.0,nM,6.07,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,314.37
26988,CHEMBL3916932,O=C(C1=CC=NC2NC=CC12)c1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1,IC50,'=',3000.0,nM,5.52,O=C(C1=CC=NC2NC=CC12)c1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1,517.32
26989,CHEMBL3939800,Cc1cc(Nc2nc([C@@H](O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,IC50,'=',24600.0,nM,4.61,Cc1cc(Nc2nc([C@@H](O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,349.37
27006,CHEMBL4102040,Cc1nnc2sc(C(=O)NCc3ccc(-c4ccc(F)nc4)cc3)c(N)c2c1C,IC50,'=',26000.0,nM,4.58,Cc1nnc2sc(C(=O)NCc3ccc(-c4ccc(F)nc4)cc3)c(N)c2c1C,407.47
27007,CHEMBL2047188,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(Cl)c(-c2ccc(-c3ccc(-c4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4Cl)cc3)cc2)[nH]1)C(C)C,IC50,'=',81600.0,nM,4.09,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(Cl)c(-c2ccc(-c3ccc(-c4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4Cl)cc3)cc2)[nH]1)C(C)C,807.78
